round,agent,infected_prob
0,0,1.0
0,1,0.0
0,2,1.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
1,0,0.9702380952380952
1,1,0.3940298507462687
1,2,0.9613095238095238
1,3,0.4
1,4,0.40773809523809523
1,5,0.3958333333333333
1,6,0.3958333333333333
1,7,0.38922155688622756
1,8,0.41369047619047616
1,9,0.39285714285714285
2,0,0.9761904761904762
2,1,0.5194029850746269
2,2,0.9642857142857143
2,3,0.5313432835820896
2,4,0.5208333333333334
2,5,0.4791666666666667
2,6,0.5297619047619048
2,7,0.5285285285285285
2,8,0.5089285714285714
2,9,0.5148809523809523
3,0,0.9821428571428571
3,1,0.5868263473053892
3,2,0.9702380952380952
3,3,0.573134328358209
3,4,0.5625
3,5,0.5803571428571429
3,6,0.5892857142857143
3,7,0.6054216867469879
3,8,0.591044776119403
3,9,0.5595238095238095
4,0,0.9761904761904762
4,1,0.6167664670658682
4,2,0.9732142857142857
4,3,0.5791044776119403
4,4,0.5922619047619048
4,5,0.5892857142857143
4,6,0.6101190476190477
4,7,0.5903614457831325
4,8,0.6268656716417911
4,9,0.5940298507462687
5,0,0.9761904761904762
5,1,0.6167664670658682
5,2,0.9732142857142857
5,3,0.6
5,4,0.5952380952380952
5,5,0.6071428571428571
5,6,0.608955223880597
5,7,0.6193353474320241
5,8,0.6287425149700598
5,9,0.6059701492537314
6,0,0.9761904761904762
6,1,0.6407185628742516
6,2,0.9732142857142857
6,3,0.6119402985074627
6,4,0.6298507462686567
6,5,0.6279761904761905
6,6,0.6287425149700598
6,7,0.6090909090909091
6,8,0.6197604790419161
6,9,0.6268656716417911
7,0,0.9732142857142857
7,1,0.6306306306306306
7,2,0.9732142857142857
7,3,0.6107784431137725
7,4,0.6149253731343284
7,5,0.6119402985074627
7,6,0.6216216216216216
7,7,0.6181818181818182
7,8,0.6407185628742516
7,9,0.6306306306306306
8,0,0.9760479041916168
8,1,0.6204819277108434
8,2,0.9731343283582089
8,3,0.6287425149700598
8,4,0.6298507462686567
8,5,0.6317365269461078
8,6,0.6186186186186187
8,7,0.6242424242424243
8,8,0.6426426426426426
8,9,0.6126126126126126
9,0,0.9760479041916168
9,1,0.6393939393939394
9,2,0.9761194029850746
9,3,0.6336336336336337
9,4,0.6186186186186187
9,5,0.6336336336336337
9,6,0.6283987915407855
9,7,0.6310975609756098
9,8,0.6456456456456456
9,9,0.641566265060241
10,0,0.9759036144578314
10,1,0.6291793313069909
10,2,0.9701492537313433
10,3,0.6253776435045317
10,4,0.6204819277108434
10,5,0.6325301204819277
10,6,0.6435045317220544
10,7,0.6226993865030674
10,8,0.6344410876132931
10,9,0.6475903614457831
