round,agent,infected_prob
0,0,1.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
1,0,0.8928571428571429
1,1,0.27976190476190477
1,2,0.2767857142857143
1,3,0.27380952380952384
1,4,0.2767857142857143
1,5,0.27976190476190477
2,0,0.8779761904761905
2,1,0.27380952380952384
2,2,0.27976190476190477
2,3,0.2767857142857143
2,4,0.2746268656716418
2,5,0.2708333333333333
3,0,0.8660714285714286
3,1,0.2767857142857143
3,2,0.2708333333333333
3,3,0.27380952380952384
3,4,0.27761194029850744
3,5,0.2767857142857143
4,0,0.8601190476190477
4,1,0.2767857142857143
4,2,0.2767857142857143
4,3,0.2767857142857143
4,4,0.27761194029850744
4,5,0.2767857142857143
5,0,0.8571428571428571
5,1,0.2767857142857143
5,2,0.2767857142857143
5,3,0.2767857142857143
5,4,0.27761194029850744
5,5,0.2767857142857143
6,0,0.8601190476190477
6,1,0.2767857142857143
6,2,0.2767857142857143
6,3,0.2767857142857143
6,4,0.27761194029850744
6,5,0.2767857142857143
7,0,0.8630952380952381
7,1,0.2767857142857143
7,2,0.2767857142857143
7,3,0.2767857142857143
7,4,0.27761194029850744
7,5,0.2767857142857143
8,0,0.8571428571428571
8,1,0.27761194029850744
8,2,0.2767857142857143
8,3,0.2767857142857143
8,4,0.27761194029850744
8,5,0.2767857142857143
9,0,0.8571428571428571
9,1,0.27761194029850744
9,2,0.2767857142857143
9,3,0.2767857142857143
9,4,0.27761194029850744
9,5,0.2767857142857143
10,0,0.8571428571428571
10,1,0.27761194029850744
10,2,0.2767857142857143
10,3,0.2767857142857143
10,4,0.27761194029850744
10,5,0.2767857142857143
