round,agent,infected_prob
0,0,0.0
0,1,1.0
0,2,1.0
0,3,0.0
0,4,0.0
0,5,0.0
1,0,0.5238095238095238
1,1,0.9523809523809523
1,2,0.9613095238095238
1,3,0.30654761904761907
1,4,0.3125
1,5,0.29464285714285715
2,0,0.5714285714285714
2,1,0.9553571428571429
2,2,0.9732142857142857
2,3,0.49702380952380953
2,4,0.49702380952380953
2,5,0.5
3,0,0.6755952380952381
3,1,0.9642857142857143
3,2,0.9732142857142857
3,3,0.5267857142857143
3,4,0.5178571428571429
3,5,0.5089285714285714
4,0,0.6398809523809523
4,1,0.9642857142857143
4,2,0.9732142857142857
4,3,0.6339285714285714
4,4,0.6339285714285714
4,5,0.6238805970149254
5,0,0.7164179104477612
5,1,0.9642857142857143
5,2,0.9701492537313433
5,3,0.5850746268656717
5,4,0.5611940298507463
5,5,0.5970149253731343
6,0,0.6676646706586826
6,1,0.9640718562874252
6,2,0.9701492537313433
6,3,0.6366366366366366
6,4,0.6616766467065869
6,5,0.6676646706586826
7,0,0.7099697885196374
7,1,0.9640718562874252
7,2,0.9700598802395209
7,3,0.5933734939759037
7,4,0.5753012048192772
7,5,0.5838323353293413
8,0,0.6565349544072948
8,1,0.9636363636363636
8,2,0.9696969696969697
8,3,0.6475903614457831
8,4,0.6534954407294833
8,5,0.668693009118541
9,0,0.6865203761755486
9,1,0.9625
9,2,0.9690402476780186
9,3,0.5950155763239875
9,4,0.5642633228840125
9,5,0.5678233438485805
10,0,0.6390728476821192
10,1,0.9595959595959596
10,2,0.97
10,3,0.6599326599326599
10,4,0.6666666666666666
10,5,0.6666666666666666
