round,agent,infected_prob
0,0,1.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
1,0,0.9396551724137931
1,1,0.27155172413793105
1,2,0.2672413793103448
1,3,0.27155172413793105
1,4,0.2629310344827586
1,5,0.27155172413793105
2,0,0.9396551724137931
2,1,0.2672413793103448
2,2,0.27155172413793105
2,3,0.2672413793103448
2,4,0.27155172413793105
2,5,0.2629310344827586
3,0,0.9353448275862069
3,1,0.27155172413793105
3,2,0.27155172413793105
3,3,0.27155172413793105
3,4,0.27155172413793105
3,5,0.27155172413793105
4,0,0.9353448275862069
4,1,0.27155172413793105
4,2,0.27155172413793105
4,3,0.27155172413793105
4,4,0.27155172413793105
4,5,0.27155172413793105
5,0,0.9353448275862069
5,1,0.27155172413793105
5,2,0.27155172413793105
5,3,0.27155172413793105
5,4,0.27155172413793105
5,5,0.27155172413793105
6,0,0.9353448275862069
6,1,0.27155172413793105
6,2,0.27155172413793105
6,3,0.27155172413793105
6,4,0.27155172413793105
6,5,0.2672413793103448
7,0,0.9267241379310345
7,1,0.27155172413793105
7,2,0.27155172413793105
7,3,0.27155172413793105
7,4,0.27155172413793105
7,5,0.27155172413793105
8,0,0.9224137931034483
8,1,0.27155172413793105
8,2,0.27155172413793105
8,3,0.27155172413793105
8,4,0.27155172413793105
8,5,0.27155172413793105
9,0,0.9181034482758621
9,1,0.27155172413793105
9,2,0.27155172413793105
9,3,0.27155172413793105
9,4,0.27155172413793105
9,5,0.27155172413793105
10,0,0.896551724137931
10,1,0.27155172413793105
10,2,0.27155172413793105
10,3,0.27155172413793105
10,4,0.27155172413793105
10,5,0.27155172413793105
